Dictionary,Type,Countries
Righteous Decision-Makers,Entity,AU
RIHS,Entity,AU
RIIT Ltd,Entity,NZ
RIL,Entity,AU
RIM,Entity,AU
RIRA,Entity,AU
Riyadh-as-Saliheen,Entity,AU
Riyadus-Salikhin Reconnaissance and Sabotage Battalion,Entity,AU
Riyadus-Salikhin Reconnaissance and Sabotage Battalion of Chechen Martyrs ,Entity,AU
Riyadus-Salikhin Reconnaissance and Sabotage Battalion of Shahids,Entity,AU
RK KMP,Entity,AU
RK KTA SUE,Entity,AU
RKB Globus,Entity,NZ
RMK CJSC,Entity,AU
RNCB,Entity,AU
RNKB OAO,Entity,AU
Rosatomflot,Entity ,AU
ROSFINMONITORING,Entity,"NZ, AU"
Rosgeo,Entity,AU
Rosgeologia Joint Stock Company,Entity,AU
Rosgeologiya Joint Stock Company,Entity,AU
Rosgvardia,Entity,NZ
Roshan Money Exchange,Entity,AU
Roshan Sarafi,Entity,AU
Roshan Shirkat,Entity,AU
Roshan Trading Company,Entity,AU
ROSNEFT,Entity,"NZ, AU"
Rosoboroneksport OAO (Rosoboronexport JSC),Entity,NZ
Rosoboronexport,Entity,AU
Rosoboronexport OJSC,Entity,NZ
Rosselkhozbank,Entity,AU
Rossiskoe Agentstvo Po Strakhovaniyu Eksportnykh Kreditov I Investitsi Otkrytoe Aktsionernoe Obshchestvo,Entity,AU
Rostec,Entity,"NZ, AU"
Rostekh-Azimuth,Entity,NZ
Rostelecom,Entity,AU
Rostov Helicopter Production Complex,Entity,NZ
RRI Electronstandart,Entity ,AU
RSB Group,Entity,NZ
RSRSBCM,Entity,AU
RSS JSC,Entity,AU
RT - GLOBALNYE RESURSY OOO,Entity,NZ
RT-Business Development,Entity,NZ
RT-Capital Limited Liability Company,Entity,NZ
RT-INFORM LIMITED LIABILITY COMPANY,Entity,NZ
RT-METALLURGIYA OAO,Entity,NZ
RT-Project Technology Open Joint Stock Company,Entity,NZ
Rusag,Entity,AU
Ruselectronics,Entity,AU
Rusgeology JSC,Entity,AU
RusGidro,Entity,AU
Rushaan Trading Company,Entity,AU
RusHydro,Entity,"NZ, AU"
Rusich Sabotage and Assault Reconnaissance Group,Entity,AU
Russian Aerospace Forces,Entity,NZ
Russian Agency for Export Credit and Investment Insurance JSC,Entity,AU
Russian Agency for Export Credit and Investment Insurance OJSC,Entity,AU
Russian Agricultural Bank,Entity,AU
Russian Airborne Forces,Entity,NZ
Russian Aircraft Corporation MiG,Entity,NZ
"Russian community ""Sobol""",Entity,AU
Russian Copper Company Joint Stock Company,Entity,AU
Russian Direct Investment Fund,Entity,"NZ, AU"
Russian Federal Nuclear Center – Zababakhin All-Russia Research Institute of Technicla Physics,Entity,AU
Russian Financial Society,Entity,AU
Russian Ground Forces,Entity,NZ
Russian Helicopters JSC,Entity,NZ
Russian Helicopters Open Joint Stock Company,Entity ,AU
Russian Imperial Legion,Entity,AU
Russian Imperial Movement,Entity,AU
Russian National Commercial Bank,Bank,"NZ, AU"
Russian Navy,Entity,NZ
Russian Railways,Entity,"NZ, AU"
"Russian Scientific Research Institute ""Elektrostandart"" JSC",Entity ,AU
Russian Space Systems Joint Stock Company,Entity,AU
Russian Venture Company,Entity,AU
Russkoe Imperskoye Dvizheniye,Entity,AU
Russkoie Imperskoe Dvizhenie,Entity,AU
RVC Management Company,Entity,AU
Rvc Management Company Llc,Entity,AU
Ryonha Machine Tool,Entity,AU
Ryonha Machine Tool Corporation,Entity,AU
Ryonha Machinery,Entity,AU
Ryonha Machinery Corp.,Entity,AU
Ryonha Machinery Corporation,Entity,AU
Ryonha Machinery Joint Venture Corporation,Entity,AU
Ryonhwa Machinery Joint Venture Corporation,Entity,AU
Ryonhwa Machinery JV,Entity,AU
Ryung Seng Trading Corporation,Entity,AU
Ryungseng Trading Corporation,Entity,AU
Ryungsong Trading Corporation,Entity,AU
Saad Sazeh Faraz Sharif,Entity,AU
Saad Sazeh Faraz Sharif Company,Entity,NZ
Saba Battery Company,Entity,AU
SABALAN COMPANY,Entity,AU
SAD Import & Export Company,Entity,AU
SAD IMPORT-EXPORT COMPANY,Entity,AU
Sadid Sazeh Parvaz Sharif,Entity,AU
SADRA,Entity,AU
SAEINGP'IL COMPANY,Entity,AU
Saeng Pil Trading Corporation,Entity,AU
SAFETY EQUIPMENT PROCUREMENT,Entity,AU
SAFI,Entity,AU
Safiran Airport Services,Entity,NZ
Safiran Airport Services ,Entity,AU
Safiranas,Entity,AU
Safran Airport Services,Entity,AU
SAHA,Entity,AU
SAHAND ALUMINUM PARTS INDUSTRIAL COMPANY,Entity,AU
SAHEB AL-ZAMAN CORPS,Entity,AU
Sahel Company,Entity,AU
Sahel Consultant Engineering Company,Entity,AU
SAHEL CONSULTANT ENGINEERS,Entity,AU
SAHIB AL-ZAMAN CORPS,Entity,AU
Saigon United Co Ltd,Entity,AU
Saint Petersburg Imperial Legion,Entity,AU
SAKIG,Entity,AU
Salafist Group For Call and Combat,Entity,AU
SALAMAN CORPS,Entity,AU
SALMAN CORPS,Entity,AU
SAMA TV,Entity,AU
Samen Al A'Emmeh Industries Group (SAIG),Entity,AU
Samen Industries,Entity,AU
Sanabil,Entity,AU
Sanabil al-Aqsa Charitable Foundation,Entity,AU
Sanabil Association for Relief and Development,Entity,AU
Sanabil for Aid and Development,Entity,AU
Sanabil for Relief and Development,Entity,AU
Sanabil Group for Relief and Development ,Entity,AU
Sanam Electro Company,Entity,AU
SANAM INDUSTRIAL GROUP,Entity,AU
Sanam Industrial Production Group,Entity,AU
Sanam Industries Co.,Entity,AU
Sanam Industries Group,Entity,AU
Sanat Asmari Company,Entity,AU
Sanati Daryaee Iran,Entity,AU
Sanatorium Nizhnyaya Oreanda,Entity,AU
Sanaye Electronic Iran,Entity,AU
Sanaye Mechanic,Entity,AU
Sanaye Metologie Iran,Entity,AU
Sanaye Mohematsazi Shahid Sayad Shirazi,Entity,AU
Sanaye Mokhaberat Iran,Entity,AU
Sanaye Moushaki Parchin (SMP),Entity,AU
Sanibal,Entity,AU
Sannabil,Entity,AU
Sannibil,Entity,AU
SANSRI,Entity,AU
SAPICO,Entity,AU
Saqal Tavanmand Business Trading,Entity,AU
Sarafi-yi Haji Khairullah Haji Satar Haji Esmatullah,Entity,AU
SARALLAH HEADQUARTERS,Entity,AU
Saraya al Quds,Entity,AU
"Sarayat Al
Quds",Entity,AU
Sarmad Electronic Sepahan,Entity,AU
Sarmad Electronic Sepahan Company,Entity,"NZ, AU"
Sarmad Electronics,Entity,AU
Sarmad Electronics Co.,Entity,AU
Sarmad Electronics Sepahan Private Limited Company,Entity,AU
Sasad Iran Electronics Industries,Entity,AU
Sasadja Research And Development Group,Entity,AU
SAZEH MORAKAB,Entity,AU
Sazeh Morakab Industrial and Production Company,Entity,AU
Sazemane Sanaye Def,Entity,AU
Sazman Basij Melli,Entity,AU
Sazman-e Maghavemat-e Basij,Entity,AU
Sâzmâne Basij-e Mostaz-afin,Entity,AU
Sazmane Sanaye Havai,Entity,AU
Sberbank,Bank,"NZ, AU"
SBIG,Entity,AU
SBU,Entity,AU
Schiler Novin,Entity,AU
Schiler Novin Co.,Entity,AU
SCHILLER NOVIN,Entity,AU
Schiller Novin Co.,Entity,AU
Schiller Novin Company,Entity,AU
Scientific & Production Association of Electromechanics JSC ,Entity,NZ
Scientific and Production Association 'Strela' Public Joint Stock Company,Entity ,AU
Scientific and Production Association of Electro Mechanic JSC,Entity,AU
Scientific and Production Enterprise Radar MMS Joint Stock Company,Entity ,AU
Scientific And Research Institute Ferrit Domen,Entity,NZ
Scientific Industrial Concern Manufacturing Engineering,Entity ,AU
Scientific Production Association of Electromechanics Joint Stock Company,Entity,AU
Scientific Research Institute for Mechanical Engineering JSC in the name of V.V. Bahirev ,Entity,NZ
Scientific Studies and Research Centre,Entity,AU
SCIT,Entity,AU
Seaport of Kerch,Entity,AU
Seaport of Sevastopol,Entity,AU
SECOND ACADEMY OF NATURAL SCIENCES,Entity,AU
SECOND ACADEMY OF NATURAL SCIENCES RESEARCH INSTITUTE,Entity,AU
Second Economic Committee,Entity,AU
Secours Humanitaires Suisse,Entity,AU
SEI,Entity,AU
Selselat al Thahab For Money Exchange,Entity,AU
SELSELAT AL-THAHAB,Entity,AU
Sendero Luminoso,Entity,AU
SEP,Entity,AU
SEP Company,Entity,AU
Sepah Cooperative Foundation,Entity,AU
Sepah Nir,Entity,AU
Sepah Pasdaran Air Force,Entity,AU
Sepah-E Qods,Entity,AU
Sepahan Sarmad Electronic,Entity,AU
SEPANIR,Entity,AU
Sepanir Establishment,Entity,AU
Sepanir Oil and Gas Energy Engineering Company,Entity,AU
Sepanir Oil and Gas Engineering Company,Entity,AU
Sepanir Oil and Gas Power Engineering,Entity,AU
Separate Artillery Brigade,Entity,AU
Separate Artillery Guard Brigade (unit 08802),Entity,AU
Separate Guard Reconnaissance Battalion “Sparta”,Entity,AU
Separate Guards Motorised Rifle Assault Battalion,Entity,AU
Sepasad Engineering,Entity,AU
SEPASAD ENGINEERING COMPANY,Entity,AU
Sepasad Group,Entity,AU
Sepasad Specialized Group,Entity,AU
Setelem Bank Limited Liability Company,Entity,AU
Setelem Bank Obshchestvo S Ogranichennoi Otvetstvennostyu,Entity,AU
Setelem Bank OOO,Entity,AU
Sevastopol Commercial Seaport,Entity,AU
Sevastopol Merchant Sea Port,Entity,AU
Sevastopol Sea Port,Entity,AU
Sevastopol Sea Trade Port,Entity,AU
Seventh of Tir,Entity,AU
Severnoe Design Bureau Joint Stock Company,Entity,NZ
Severstal PJSC,Entity,AU
Sevmash,Entity,"NZ, AU"
SEYED AL-SHOHADA CORPS,Entity,AU
SEYYED AL-SHOHADA CORPS,Entity,AU
SGM Group,Entity,AU
SGM LLC,Entity,AU
Shabaab,Entity,"NZ, AU"
Shadi for Cars Trading,Entity,AU
Shahed Aviation Industries,Entity,"NZ, AU"
Shahed Aviation Industries Complex,Entity,AU
Shahed Aviation Industries Research Centre,Entity,AU
Shaheed Babaie Industries,Entity,AU
Shaheed Sayad Shirazee Ammunition Industries,Entity,AU
SHAHID AHMAD KAZEMI INDUSTRIAL GROUP,Entity,AU
Shahid Ahmad Kazemi Industries Group,Entity,AU
Shahid Babaie Industries Complex,Entity,AU
Shahid Babaii Industries,Entity,AU
SHAHID BAGHERI INDUSTRIAL GROUP,Entity,AU
Shahid Bakeri Industrial Group,Entity,AU
Shahid Behashti University,Entity,AU
SHAHID BEHESHTI UNIVERSITY,Entity,AU
Shahid Goolaee Marine Industries,Entity,AU
Shahid Hassan Bagheri Industrial Factories Group (SHBIFG),Entity,AU
Shahid Hemmat Industrial Complex,Entity,AU
SHAHID HEMMAT INDUSTRIAL GROUP,Entity,AU
Shahid Hemmat Industries Factory,Entity,AU
Shahid Joolaee Marine Industries,Entity,AU
SHAHID KARRAZI INDUSTRIES,Entity,AU
Shahid Kaveh Khorasan Industries,Entity,AU
Shahid Kharrazi Industries,Entity,AU
Shahid Satarri Industries,Entity,AU
Shahid Sattari Ground Equipment Industries,Entity,AU
Shahid Sattari Group Equipment Industries,Entity,AU
SHAHID SATTARI INDUSTRIES,Entity,AU
SHAHID SAYYADE SHIRAZI INDUSTRIES,Entity,AU
Shakad Sanat Asmari,Entity,"NZ, AU"
Shakhes Behbood Sanaat,Entity,AU
Shakhes Behbood Sanaat Company,Entity,AU
SHAKHESE BEHBUD SANAT,Entity,AU
Sham al-Islam,Entity,AU
Sham al-Islam Movement,Entity,AU
Sham Holding,Entity,AU
Sham Holding Company Sal,Entity,AU
Shanghai Dongfeng Shipping Co Ltd,Entity,AU
Shen Zhong International Shipping,Entity,AU
Sherkat Sanayeh Electronics Iran,Entity,AU
Sherkate Battrijazi Niru,Entity,AU
SHIG,Entity,AU
Shining Path,Entity,AU
Ship Repair Centre Dalzavod Joint Stock Company,Entity ,AU
Shipping Company ASIA LLC,Entity,AU
SHIRAZ ELECTRONICS INDUSTRIES,Entity,AU
Sho ‘a’ Aviation,Entity,AU
SHO'A' AVIATION,Entity,AU
Sho'a' Aviation Company,Entity,AU
Shoa Aviation,Entity,AU
SHOHADA CORPS,Entity,AU
SHS - Secours Humanitaires Suisse ,Entity,AU
Shu’bat Al-Mukhabarat Al-‘Askariyya,Entity,AU
Shvabe Holdings JSC ,Entity,AU
Shvabe JSC,Entity,AU
SIG,Entity,"NZ, AU"
Sigma Tech,Entity,AU
Sigma Tech Company,Entity,AU
Silsalat al Dhab,Entity,AU
Silsilah Money Exchange Company,Entity,AU
Silsilat Money Exchange Company,Entity,AU
Silsilet al Thahab,Entity,AU
Sinai Province,Entity,AU
Single-Minded International Bank,Entity,AU
SINGWANG ECONOMICS AND TRADING GENERAL CORPORATION,Entity,AU
Sirat,Entity,AU
Skolkovo Foundation ,Entity,AU
Skolkovo Institute Of Science And Technology,Entity,NZ
Skolkovo Institute of Science and Technology ,Entity,AU
Skoltech ,Entity,AU
SL,Entity,AU
SLCB,Entity,AU
Smert (Death) Batallion,Entity,AU
Smert Batallion,Entity,AU
SMI,Entity,AU
Smolensk Aircraft Plant JSC,Entity,NZ
SMP Bank,Bank,"NZ, AU"
SMP Bank Open Joint-Stock Company,Entity,AU
So called 'Army of the Southeast',Entity,AU
So called 'Donetsk People's Republic',Entity,AU
So-called ‘Donbas People's Militia’,Entity,AU
So-Called 'Federal State of Novorossiya',Entity,AU
So-called 'Luhansk Guard',Entity,AU
"So-called ""Luhansk Guard""",Entity,NZ
So-called Lugansk People’s Republic,Entity,AU
Sobol,Entity,"NZ, AU"
Soboli,Entity,AU
Sociedad El-Tel,Entity,AU
SOCIETY OF ISLAMIC COOPERATION,Entity,AU
Socorro Popular Del Peru,Entity,AU
Soe Min Htaik Company Limited,Entity,AU
Soe Min Htike Co. Ltd.,Entity,AU
Soe Ming Htike,Entity,AU
Soe Ming Jtiak Company Limited,Entity,AU
Sokol Aircraft Plant,Entity,AU
Soldiers of Aqsa,Entity,AU
Soldiers of God,Entity,AU
Soldiers of Islam,Entity,AU
Soldiers of the Caliphate,Entity,AU
Soldiers of the Caliphate in Algeria,Entity,AU
Soldiers of the Caliphate in the Land of Algeria ,Entity,AU
Soldiers of the Caliphate in Tunisia,Entity,AU
Soldiers of the Caliphate of Algeria,Entity,AU
Somali Battalion,Entity,"NZ, AU"
Sonbak Trading Corporation,Entity,AU
Songhwa Joint Bank,Entity,AU
Sonnenkrieg Division,Entity,AU
SOROH Al Cham Company,Entity,AU
Soroh Al Cham for Engineering and Construction,Entity,AU
Soroh Company,Entity,AU
SOUE RC Chernomorneftegaz,Entity,AU
Souruh Company ,Entity,AU
South Asian Chapter of ISIL,Entity,AU
South Front: Analysis & Intelligence,Entity,AU
SouthFront,Entity,"NZ, AU"
Sovcombank,Bank,"NZ, AU"
Sovcomflot,Entity,"NZ, AU"
Sovfracht,Entity,AU
Sovfracht Joint Stock Company,Entity,AU
Sovfracht JSC,Entity,NZ
SPA of Electromechanics JSC,Entity,AU
Sparta Battalion,Entity,"NZ, AU"
SPECIAL INDUSTRIES GROUP,Entity,AU
Special Operations Forces,Entity,NZ
Special Purpose Islamic Regiment,Entity,AU
Special Technology Centre LLC,Entity,NZ
Splav State Scientific Production Enterprise,Entity,AU
SPO,Entity,AU
Sportivno-Ozdorovitelnyi Tsentr Irkut-Zenit,Entity,NZ
SPP,Entity,AU
Sputnik ,Entity,AU
Sputnik Information Agency and Radio ,Entity,AU
SSRC,Entity,AU
SSSI,Entity,AU
State Authority For Military Industry Of The Republic Of Belarus (SAMI),Entity,"NZ, AU"
State Concern National Association of Producers Massandra,Entity,AU
State Concern National Production and Agricultural Association Massandra,Entity,AU
State Enterprise Agricultural Company Magarach National Institute of Vine and Wine Magarach,Entity,AU
State Enterprise Factory Of Sparkling Wines New World,Entity,AU
State Enterprise Kerch Commercial Sea Port,Entity,AU
State Enterprise Sevastopol Commercial Seaport,Entity,AU
State Enterprise Sevastopol Sea Trading Port,Entity,AU
State ferry enterprise “Kerch Ferry”,Entity,AU
State Flight Testing Center Named After V.P. Chkalov,Entity,NZ
State Flight Testing Center Named After V.P. Chkalov   ,Entity,AU
State of Judea,Entity,AU
State Owned Unitary Enterprise of the Republic of Crimea Chernomorneftegaz,Entity,AU
STATE PURCHASING ORGANISATION,Entity,AU
State Research Institute of Aviation Systems State Research Center of the Russian Federation,Entity,NZ
State Scientific Research Institute of Mechanical Engineering Imeni V.V. Bakhireva,Entity,AU
State Shipping Company Kerch Sea Ferry,Entity,AU
State Specialised Russian Export-Import Bank Joint Stock Company ,Entity,AU
State Unitary Enterprise of the ‘Republic of Crimea’ ‘Chernomorneftegaz’,Entity,AU
State Unitary Enterprise of the ‘Republic of Crimea’ ‘Production- Agrarian Union “Massandra”’,Entity,AU
State Unitary Enterprise of the ‘Republic of Crimea’ ‘Universal-Avia’,Entity,AU
"State Unitary Enterprise of the City of Sevastopol, ‘Sevastopol seaport’",Entity,AU
State Unitary Enterprise of the Crimean Republic ‘Crimean Ports’,Entity,AU
STC LLC ,Entity ,AU
STG Group,Entity,AU
Stichting Al Haramain Humanitarian Aid,Entity,AU
Stichting Al-Aqsa,Entity,AU
Strategic Culture Foundation,Entity,AU
Strategic Force,Entity,AU
Strategic Forces,Entity,AU
Strategic Missile Forces,Entity,NZ
Strategic Rocket Force,Entity,AU
Strategic Rocket Force Command of KPA,Entity,AU
Strategic Rocket Force of the Korean People's Army,Entity,AU
Stroigazmontazh LLC (SGM Group),Entity,AU
Stroygazmontazh,Entity,AU
StroyGazMontazh Corporation,Entity,AU
StroyGazMontazh Corporation (SGM Group),Entity,AU
Stroygazmontazh Corporation (SGM Group) OOO,Entity,AU
Stroygazmontazh Corporation OOO,Entity,AU
StroyGazMontazh Limited Liability Company,Entity,AU
Stroygazmontazh LLC,Entity,AU
Stroytransgaz,Entity,AU
Stroytransgaz Group,Entity,AU
Student of the Engineer,Entity,AU
Students of Ayyash,Entity,AU
Sue RK ‘Crimean Ports’,Entity,AU
Sukhoi Aviation JSC,Entity,NZ
Sukhoi Civil Aircraft,Entity,NZ
Sun Middle East (F Z Co),Entity,AU
SUN MIDDLE EAST FZ COMPANY,Entity,AU
Sun Middle East FZCO,Entity,AU
Sunduq Al Mashrek Al Istithmari,Entity,AU
Sunico,Entity,"NZ, AU"
SUNICO Co Ltd,Entity,AU
SUNICO Company Limited,Entity,AU
Sunrise Trading and Logistics Co Ltd,Entity,AU
Sunrise Trading and Logistics Company Limited,Entity,AU
SUNTL,Entity,AU
Support Front for the People of Syria from the Mujahideen of Syria in the Places of Jihad,Entity,AU
Supporters of God,Entity,AU
Supporters of Islam in Kurdistan,Entity,AU
Supporters of Islamic Law ,Entity,AU
Supporters of Jerusalem,Entity,AU
Supporters of the Holy House,Entity,AU
Supporters of the Holy Place,Entity,AU
Svetlana Semiconductors Stock Company,Entity ,AU
Svobodniy Donbass  ,Entity,AU
Svobodny Donbass,Entity,AU
Swedish Charitable Aqsa Est.,Entity,AU
Sword of David,Entity,AU
Syrian Air Force Intelligence ,Entity,AU
Syrian Arab Company for Electronic Industries Company,Entity,AU
Syrian Company for Information Technology,Entity,AU
Syrian General Intelligence Directorate ,Entity,AU
Syrian Lebanese Commercial Bank,Entity,AU
Syrian Lebanese Commercial Bank SAL,Entity,AU
Syrian Military Intelligence ,Entity,AU
Syrian National Security Bureau ,Entity,AU
SYRIAN POLITICAL SECURITY DIRECTORATE,Entity,AU
SYRIATEL,Entity,AU
Syriatel Mobile,Entity,AU
Syriatel Mobile Telecom,Entity,AU
Syriatel Mobile Telecom SA,Entity,AU
Syriss,Entity,AU
Syriss Group Limited,Entity,AU
Syriss Logistics and Service Company,Entity,AU
Syriss Logistics and Services,Entity,AU
Syronics,Entity,AU
SYRONICS – SYRIAN ARAB CO. FOR ELECTRONICS ,Entity,AU
T.E.M. Co.,Entity,AU
T.M.G. ENGINEERING LIMITED,Entity,AU
TABA,Entity,AU
TABA Company,Entity,AU
Tactical Missile Corporation JSC “Krasny Gidropress”,Entity ,AU
Tactical Missiles Corporation,Entity,AU
Tactical Missiles Corporation Joint Stock Company,Entity,NZ
Taedong Credit Bank,Entity,AU
Taesong Bank,Entity,AU
TAGHTIRAN,Entity,AU
Taghtiran Co.,Entity,AU
Taghtiran Kashan Company,Entity,AU
Taghtiran P.J.S Kashan,Entity,AU
Tahrir al-Sham,Entity,AU
Tahrir al-Sham Hay’at,Entity,AU
Taibah International Aid Agency,Entity,AU
Taibah International Aid Association,Entity,AU
Taibah International Aide Association,Entity,AU
TAIBAH INTERNATIONAL-BOSNIA OFFICES,Entity,AU
Tajhiz Sanat,Entity,AU
Tajhiz Sanat Shayan,Entity,AU
TAJHIZ SANATA SHAYAN,Entity,AU
TAK,Entity,AU
Tala I Jund al-Khilafah,Entity,AU
Taliban,Entity,AU
TAMIL TIGERS,Entity,AU
Tanchon Commercial Bank,Entity,AU
Tanzeem Qa'idat al Jihad/Bilad al Raafidaini,Entity,AU
Tanzim Hurras ad-Din,Entity,AU
Tanzim Qa'idat Al-Jihad fi Bilad al-Rafidayn,Entity,AU
Tanzim Qa’idat al-Jihad fi Jazirat al-Arab,Entity,AU
TARH O PALAYESH,Entity,AU
Tarh O Palayesh Engineering,Entity,AU
TARIQ AFRIDI GROUP,Entity,AU
TARIQ GEEDAR GROUP,Entity,AU
TARIQ GIDAR AFRIDI GROUP,Entity,AU
TARIQ GIDAR GROUP (TGG),Entity,AU
Task Force Rusich,Entity,"NZ, AU"
TCI,Entity,AU
TCO,Entity,AU
TCO of the Islamic Republic of Iran,Entity,AU
TDG Ltd.,Entity,AU
Technical Industries Corporation (TIC),Entity,AU
Techno Lab,Entity,AU
Technolab,Entity,AU
TECHNOLOGY AND DEVELOPMENT GROUP LIMITED,Entity,AU
TECHNOLOGY COOPERATION OFFICE OF THE IRANIAN PRESIDENT'S OFFICE,Entity,AU
Tehran Gostaresh,Entity,AU
TEHRAN GOSTARESH CO. PJS,Entity,AU
Tehran Gostaresh Company,Entity,AU
Tehreek-e-Taliban,Entity,AU
TEHREEK-I-TALIBAN PAKISTAN GEEDAR GROUP,Entity,AU
Tehrik-e Taliban Pakistan ,Entity,AU
Tehrik-e Taliban Pakistan Jamaat ul Ahrar,Entity,AU
Tehrik-e-Taliban,Entity,AU
TEHRIK-E-TALIBAN-TARIQ GIDAR GROUP,Entity,AU
Tehrik-I-Taliban Pakistan,Entity,AU
Tejarat Tose's Eqtesadi Iranian ,Entity,AU
Tejerat Gostar Nikan Iranian Company,Entity,AU
Tekhnodinamika Holding,Entity,NZ
TEM,Entity,AU
Temp-Avia Arzamas Research & Production Association JSC ,Entity,NZ
TESA,Entity,AU
Teyrbazên Azadiya Kurdistan,Entity,AU
THARULLAH HEADQUARTERS,Entity,AU
The al-Jihad-Fisi-Sabililah Special Islamic Regiment,Entity,AU
The Army of Emigrants and Supporters,Entity,AU
THE ASIAN TIGERS,Entity,AU
The Base,Entity,AU
The Basij Cooperative Foundation,Entity,AU
The Berkakit-Tommot-Yakutsk Directorate for Railroad Construction Joint Stock Company,Entity,AU
The Berkakit-Tommot-Yakutsk Railway Line's Construction Directorate Joint-Stock Company,Entity,AU
The Cooperation Foundation of the Revolution Guards,Entity,AU
The Dalzavod Ship Repair Centre Joint Stock Company,Entity ,AU
The Eastern Turkistan Islamic Party ,Entity,AU
The Eastern Turkistan Islamic Party of Allah ,Entity,AU
The Federal State Budget Educational Institution Artek International Children’s Centre,Entity,NZ
The Front for the Liberation of al Sham,Entity,AU
The General Company for Metals Construction,Entity,AU
The Group for the Preservation of the Holy Sites,Entity,AU
The Group of Partisans of the Islamic State of Bayt Al Maqdis,Entity,AU
the Houthi Movement,Entity,AU
the Houthis,Entity,AU
the Huthi Movement,Entity,AU
The International Brigade,Entity,AU
The Islamic Army for the Liberation of Holy Places,Entity,AU
The Islamic Peacekeeping Army,Entity,AU
The Islamic Peacekeeping Brigade,Entity,AU
THE ISLAMIC REVOLUTIONARY GUARD CORPS NAVY,Entity,AU
The Islamic Special Purpose Regiment,Entity,AU
The Jerusalem Brigades,Entity,AU
The Judean Legion,Entity,AU
The Judean Voice,Entity,AU
The Limited Liability Company Networking Company Irkut,Entity,NZ
the Monotheism and Jihad Group,Entity,AU
The National Research Centre Kurchatov Institute,Entity ,AU
The New IRA,Entity,AU
The Niru Battery Company,Entity,AU
The Organization Base of Jihad/Country of the Two Rivers,Entity,AU
The Organization Base of Jihad/Mesopotamia,Entity,AU
The Organization for Technical Industries,Entity,AU
THE ORGANIZATION OF AL-QAIDA IN THE ISLAMIC MAGHREB,Entity,AU
The Organization of Jihad's Base in the Country of the Two Rivers,Entity,AU
The Planar Company,Entity,"NZ, AU"
The Popular Resistance Movement in the Land of the Two Migrations,Entity,AU
The Qomemiyut Movement,Entity,AU
The Railways of Crimea,Entity,AU
The Republican Action Against Drugs,Entity,AU
The Revolt,Entity,AU
The Sabotage and Military Surveillance Group of the Riyadh al-Salihin Martyrs,Entity,AU
The Salvation Committee for Peace and Order,Entity,NZ
The Sentinels,Entity,AU
The Soldiers of Aqsa,Entity,AU
The Special Technology Centre LLC,Entity ,AU
The State of Sinai,Entity,AU
The Taliban,Entity,AU
The Unity of Islamic Youth,Entity,"NZ, AU"
The Veiled,Entity,AU
The Victory Front,Entity,"NZ, AU"
The Volga Group,Entity,AU
The Way of the Torah,Entity,AU
The World Islamic Front for Jihad Against Jews and Crusaders,Entity,AU
The Yeshiva of the Jewish Idea,Entity,AU
The Youth,Entity,"NZ, AU"
Theodosiya Oil Terminal,Entity,AU
Third Floor,Entity,AU
Those Who Sign in Blood,Entity,AU
Tidewater Co. (Middle East Marine Services),Entity,AU
Tidewater Middle East Co.,Entity,AU
TIDEWATER MIDDLE EAST COMPANY,Entity,AU
Tidewater Middle East Marine Service,Entity,AU
Tipografiya Irkut,Entity,NZ
TIZ PARS,Entity,AU
Tiz Pars Co,Entity,AU
Tiz Pars Technical & Engineering Co,Entity,AU
TMG Ltd,Entity,AU
Tongbang Bank,Entity,AU
Tongbang U'Nhaeng,Entity,AU
Tosong Technology Trading Corporation,Entity,AU
Tous pour la Paix et le Développement ,Entity,AU
TOWLID ABZAR BORESHI IRAN,Entity,AU
TPC,Entity,AU
TPD,Entity,AU
"TRADING AND TRANSPORT SERVICES COMPANY, LTD.",Entity,AU
Trading Company EVRAZ,Entity,NZ
Trans Merits Co Ltd,Entity,AU
Trans Multi Mechanics Co Ltd,Entity,AU
Transmorflot LLC,Entity,AU
TransMorFlot Shipping Company,Entity,AU
Transneft,Entity,"NZ, AU"
Transoi,Entity,AU
Transoil,Entity,"NZ, AU"
Transoil LLC,Entity,AU
Transoyl SNG Ltd,Entity,AU
Trest RosSEM Ltd,Entity,AU
Trest Rosspetsenergomontazh,Entity,AU
Troitsk Institute,Entity,AU
Troitsk Institute for Innovation and Thermonuclear Research,Entity,AU
Trust Logistic LLC,Entity,NZ
Trust Rosspetsenergomontazh,Entity,AU
TRV-engineering LLC ,Entity,NZ
TsNIIAG ,Entity,AU
TSS,Entity,AU
TsS Dalzavod,Entity ,AU
TsST,Entity,AU
TsST Limited Liability Company,Entity,AU
TTF Air,Entity,AU
TTP,Entity,AU
TTP GEEDAR GROUP,Entity,AU
TTP-TARIQ GIDAR GROUP,Entity,AU
Tunisian Combatant Group,Entity,AU
Tupolev ,Entity,AU
Tupolev JSC,Entity,NZ
Tupolev Public Joint Stock Company,Entity,AU
TURBINE ENGINEERING MANUFACTURING,Entity,AU
Turbine Engineering Manufacturing (TEM),Entity,AU
U-UAP JSC,Entity ,AU
UBRD,Entity,AU
UBRD PJSC,Entity,AU
UCI,Entity,AU
UDA,Entity,AU
UEC-Klimov,Entity,AU
UEC-Saturn,Entity,NZ
UEC-Saturn ,Entity,AU
UFF,Entity,AU
