Dictionary,Type,Countries
ALEXEEV Vladimir,Individual,AU
Alexej Ivanovič GIRIČEV,Individual,AU
ALEXEJEV Vladimir,Individual,AU
Alexeyenko Nikolay,Individual,AU
ALEXEYEV Vladimir,Individual,AU
Alfi Abdullah Ahmed Abdullah El,Individual,AU
ALGHASIMEHR Delavar,Individual,AU
ALHAWIG Mohammed Ali,Individual,AU
Alhobo,Individual,AU
ALHUSSEIN Nawfel,Individual,AU
Ali ABD-AL-KARIM,Individual,AU
Ali Abdiaziz Dubow,Individual,AU
Ali Abdul Hadi Arif,Individual,AU
Ali ABDUL KARIM ALI ,Individual,AU
Ali Abou,Individual,AU
Ali Abu,Individual,AU
Ali Ahmad Iman,Individual,AU
Ali Ahmed Iman,Individual,AU
Ali AL-BAGHDADI,Individual,AU
Ali Al-Baghdadi AL-MAHMOUDI,Individual,AU
Ali al-Hamoud al-Shawakh ,Individual,AU
Ali al-Hamud,Individual,AU
Ali AL-MAHMOUDI,Individual,AU
Ali Al-Mahmoudi AL-BAGHDADI,Individual,AU
Ali AL-SALEEM,Individual,AU
Ali AL-SALIM,Individual,AU
ALI Ali ABD-AL KARIM,Individual,AU
Ali Awas ,Individual,AU
Ali Barzan Ibrahim Hasan Al-Tikriti ,Individual,AU
Ali Emraan,Individual,AU
Ali Gholam Shakuri ,Individual,AU
Ali Hassan Al-Majid Al-Tikriti,Individual,AU
Ali Maalim Salman,Individual,AU
Ali Maalim Selman,Individual,AU
Ali Manahi 'Ali al-Mahaydali al-'Utaybi  ,Individual,AU
Ali Mohamed Ould Ahmed Ould,Individual,AU
Ali Musa al-Shawagh,Individual,AU
Ali Musa Al-Shawakh ,Individual,AU
Ali Omar ,Individual,AU
Ali Reza Moradi CHEGHA-MARANI,Individual,AU
Ali Reza TANGSIRI ,Individual,AU
Ali Saddam Hussein Al-Tikriti,Individual,AU
Ali Saed Bin Ali AL-HOURI,Individual,AU
Ali Saed Bin Ali EL-HOORIE,Individual,AU
Ali Saed Bin Ali EL-HOURI,Individual,AU
ALI Salem,Individual,AU
Ali Shaykh Ahmad Iman,Individual,AU
Ali Sheikh Ahmed Iman,Individual,AU
Ali Zafir ‘Abdullah’,Individual,AU
Aliazra Ra’ad Ahmad ,Individual,AU
Aliev Shamil Magomedovich,Individual,AU
ALIKHANOV Anton Andreevich,Individual,AU
ALIKHANOV Anton Andreyevich,Individual,AU
Alikhanov Anton Andreyevich ,Individual,NZ
Alimova Olga Nikolaevna,Individual,"NZ, AU"
ALINOUR Gholamali RASHID,Individual,AU
Alirabaki Steven,Individual,AU
Alireza Moradi CHEGHA-MARANI,Individual,AU
Aliza Mullah Abdul Rauf,Individual,AU
ALIZAI ABDUL HABIB,Individual,AU
Aljahani Abdulrhman Mohammed D.,Individual,AU
Aljarba Tarad,Individual,AU
Aljawadi Saqar,Individual,AU
Aljawlani Abu Muhammad,Individual,AU
Aljeithni Hussein Mohammed Hussein,Individual,AU
Aljihlib Yousef,Individual,AU
ALKUNI Amid Husain,Individual,AU
Allah Abd,Individual,AU
Allah Mohammad Ahmad Abid al Daim Nasr,Individual,AU
Allah Mohammad Ahmad Abid Aldaim Nasr,Individual,AU
Allah Waleed Mohammad Mustafa Jad,Individual,AU
Allahdad,Individual,AU
ALLOUCH Aziz,Individual,AU
Almani Abu Luqmaan Al,Individual,AU
AlNaseem,Individual,AU
AlNasim,Individual,AU
AlNasseem,Individual,AU
ALNSIEM MUSA HILAL ABDALLA,Individual,AU
ALOUCHE ISAM ALI MOHAMED,Individual,AU
Alrawi Abou Sadeq,Individual,AU
Alrawi Yaser Khalaf Nazzal,Individual,AU
ALSHAAR Mohammed Ibrahim,Individual,AU
Alshafee El-Sheikh,Individual,AU
ALSHARGAWI Bashir Saleh Bashir,Individual,AU
Alshava Amer,Individual,AU
ALSHAWA Amer Kamal Sharif,Individual,AU
Alshawa Amer Kamel,Individual,AU
Alshevskih Andrey,Individual,AU
Alshevsky Andrey Gennadievich,Individual,NZ
ALTABAEVA Ekaterina Borisovna,Individual,AU
ALTABAEVA Kateryna Borysivna,Individual,AU
Altabayeva Yekaterina Borisovna,Individual,NZ
Altukhov Sergey,Individual,AU
Altukhov Sergey Viktorovich,Individual,NZ
ALTUSHKIN Igor Alekseevich,Individual,AU
ALTUSHKIN Ihor Oleksiiovych,Individual,AU
Alvi Mohammed Masood Azhar,Individual,AU
ALYOSHIN Boris Sergeevich,Individual,NZ
Alzahrani Faisal Ahmed Ali,Individual,AU
Amadou Barry ,Individual,AU
AMANOLLAHI Manouchehr,Individual,AU
Amar Ahmad Ould,Individual,AU
Amar Al-Shava,Individual,AU
Amar Umar Muhammad 'Abdallah Ba',Individual,AU
Amboto,Individual,AU
Amdouni Meherez ben Ahdoud ben,Individual,AU
Amelchenkova Olga,Individual,AU
Amelchenkova Olga Nikolaevna,Individual,NZ
Amer Al-Shava,Individual,AU
Amer Al-Shawa,Individual,AU
Amid Husain AL-KUNI,Individual,AU
"Amin AL-HAQ,",Individual,AU
Amin Dr.,Individual,AU
"Amin UL-HAQ, Dr.",Individual,AU
Aminullah Amin ,Individual,AU
Aminullah Haji,Individual,AU
Aminullah Shaykh,Individual,AU
Aminullah Sheik,Individual,AU
AMIR ABDULLAH  ,Individual,AU
Amir Abdullah Sahib  ,Individual,AU
Amir Muhammad Sa’id Abd-al-Rahman Muhammad al-Mula ,Individual,AU
Amir Muhammad Sa’id Abdal-Rahman al-Mawla (previously listed as),Individual,AU
Amir Muhammad Sa'id Abdal-Rahman al-Salbi,Individual,AU
Amjad AL-ABBAS,Individual,AU
Amjad Muzaffar Hussein Ali al-Naimi,Individual,AU
AMJADIAN Hossein,Individual,AU
AMJADIAN Hussein,Individual,AU
Ammari Saifi,Individual,AU
Ammash Huda Salih Mahdi,Individual,AU
Ammosov Petr Revoldovich,Individual,"NZ, AU"
Ammu Al,Individual,AU
Amr Muhammad Najib AL‑ARMANZI,Individual,AU
Amrou AL‑ARMANAZY,Individual,AU
Amru Al-Absi ,Individual,AU
Anaia,Individual,AU
ANANCHENKO Alexander Yevgenevych,Individual,"NZ, AU"
Ananskikh Igor,Individual,AU
Ananskikh Igor Aleksandrovich,Individual,NZ
Anas Abu,Individual,AU
Anatolij Alexejevič GORŠKOV,Individual,AU
Anatolij GORŠKOV,Individual,AU
Andreev Pavel Viktorovich,Individual,"NZ, AU"
ANDRESOV Yuriy  Nikolaevich,Individual,NZ
Andrey Yur'yevich VOROB'YEV,Individual,AU
ANDREYEV Pavel Viktorovich,Individual,AU
ANDRIANOV Nikolay  Valentinovich,Individual,NZ
ANEI PAUL MALONG AWAN,Individual,AU
ANGILI Majid Reza NAYYARI,Individual,AU
ANICHIN Aleksey Vasilyevich,Individual,AU
ANICHIN Alexei Vasilyevich,Individual,AU
Anikeev Andrey Anatolievich,Individual,NZ
ANIKEEV Grigory Victorovich,Individual,AU
Anikeev Grigory Viktorovich,Individual,NZ
ANIKEYEV Andrey,Individual,AU
Anis,Individual,AU
Anis Ibrahim Shaikh Mohd,Individual,AU
ANOSOV Victor Yuriiovych,Individual,AU
ANOSOV Viktor Yurevich,Individual,AU
ANOSOV Viktor Yuriyovich,Individual,AU
ANOSOV Viktor Yuryevich,Individual,AU
Anshori Abdullah,Individual,AU
ANTIPOV Igor Yurevich,Individual,AU
ANTIPOV Igor Yurievich,Individual,AU
ANTIPOV Igor Yuriyovich,Individual,AU
ANTIPOV Ihor,Individual,AU
ANTIUFEEV Vladimir Iurievici,Individual,AU
Antonio Di Karlo,Individual,AU
ANTONOV Anatoli Andreevich,Individual,"NZ, AU"
ANTONOV Vladimir Nikolaevich,Individual,"NZ, AU"
Antropenko Igor,Individual,AU
Antropenko Igor Alexandrovich,Individual,NZ
ANTYPOV Ihor Yuriiovych,Individual,AU
ANTYUFEEV Volodymyr Yuriyovych,Individual,AU
ANTYUFEYEV Lt. Gen. Vladimir Yurevich,Individual,AU
Antyufeyev Vladimir  Yurievich,Individual,NZ
ANTYUFEYEV Vladimir Yurevich,Individual,AU
Anufrieva Olga Nikolaevna,Individual,NZ
Anufriyeva Olga,Individual,AU
ANWAR  NASSER  ABDULLA AL-AULAQI,Individual,AU
Anwar al-Aulaqi ,Individual,AU
Anwar al-Awlaki ,Individual,AU
Anwar al-Awlaqi ,Individual,AU
Anwar Nasser Abdulla Aulaqi  ,Individual,AU
Anwar Nasser Abdullah Aulaqi ,Individual,AU
Anwar Nasser Aulaqi ,Individual,AU
Anwari Mohammad Taher,Individual,AU
Anwari Mohammad Tahre,Individual,AU
Anwari Muhammad Taher,Individual,AU
Anwari Muhammad Tahir,Individual,AU
Aouadi Mohamed Ben Belkacem,Individual,AU
Aous ASLAN ,Individual,AU
APRAKSIMOV Viacheslav Anatoliiovych,Individual,AU
AQAJANI Azim,Individual,AU
Aqala Saqr al-Kabisi Abd,Individual,AU
AQEL Bader,Individual,AU
Aqi ,Individual,AU
Aqsa Mahmood ,Individual,AU
Arapov Georgy Konstantinovich,Individual,"NZ, AU"
Arbabsiar  Manssor,Individual,AU
Arbabsiar Mansour,Individual,AU
Ardhan Muhamad Ricky,Individual,AU
Arefiev Nikolay Vasilievich,Individual,NZ
Arefyev Nikolay,Individual,AU
Arenin Sergei Petrovich,Individual,"NZ, AU"
Areshev Andrey Grigoryevich,Individual,"NZ, AU"
Arfaj Imam Ben Yussuf,Individual,AU
Arhali Sidi Mohamed,Individual,AU
Arhaym Umar Mahmud,Individual,AU
Arhaym Umar Mahmud Al-Kubaysi,Individual,AU
ARIF SAID,Individual,AU
Arif Said Mohamed,Individual,AU
Arifin Zainal,Individual,AU
Arkady Ponomarev ,Individual,AU
Arkady Romanovich ROTENBERG ,Individual,AU
Arkharov Yuri Viktorovich,Individual,"NZ, AU"
ARMANAZI Amr,Individual,AU
ARMANAZI Amr Najib,Individual,AU
ARMANZI Amr,Individual,AU
Arnulfo Alvarado ,Individual,AU
ARRONATEGUI Eneko GOGEACHOECHEA,Individual,AU
ARRONATEGUI Eneko GOGEASCOECHEA,Individual,AU
ARRONATEGUI Eneko GOGEASKOETXEA,Individual,AU
Arsalan Mike,Individual,AU
Arschinova Aljona Igorevna,Individual,AU
Arshad Abu Waheed Irshad Ahmad,Individual,AU
Arshba Otary Ionovich,Individual,"NZ, AU"
Arshinova Alena Igorevna,Individual,NZ
Artamonov Anatoly Dmitrievich,Individual,NZ
ARTAMONOV Anatoly Dmitriyevich,Individual,AU
ARTAMONOV Igor Georgievich,Individual,AU
Artamonov Igor Georgiyevich,Individual,NZ
ARTAMONOV Ihor Heorhiiovych,Individual,AU
Artamonova Valentina,Individual,AU
Artamonova Valentina Nikolaevna,Individual,NZ
Arthur,Individual,AU
ARTIUKHOV Dmitrii Andreevich,Individual,AU
Artyom Turov ,Individual,AU
Artyukhov Dmitriy Andreevich,Individual,NZ
ARTYUKHOV Dmitry Andreevich,Individual,AU
Asad,Individual,AU
Asadullah,Individual,AU
ASANLOO Mohammad Taghi,Individual,AU
Aseel Muthana ,Individual,AU
Aselderov Rustam Magomedovich,Individual,AU
Asem Asmatullah,Individual,AU
Asem Esmatullah,Individual,AU
Ashraf Abu,Individual,AU
Ashraf al-Gizani,Individual,AU
Ashraf Al-Qizani,Individual,AU
Ashraf Haji M.,Individual,AU
ASHRAF HAJI MUHAMMAD,Individual,AU
Ashraf Muhammad Yusif 'Abd al-Salam,Individual,AU
Ashraf Muhammad Yusif 'Uthman 'Abd-al-Salam,Individual,AU
Ashraf Muhammad Yusuf 'Abd-al-Salam,Individual,AU
ASHRAF MUHAMMAD YUSUF 'UTHMAN' ABD AL-SALAM,Individual,AU
ASHTARI Hoseyn,Individual,AU
ASHTARI Hossein,Individual,AU
ASHTIANI Mohammad Reza,Individual,AU
ASHTIANI Mohammad-Reza,Individual,AU
ASIABANI Korosh,Individual,AU
ASIABANI Kourosh,Individual,AU
ASIABANI Kurosh,Individual,AU
Asim Abu,Individual,AU
Asim Abu Mansoor,Individual,AU
Asimov Rahim,Individual,AU
Asimov Rahim Azizboyevich,Individual,NZ
Asir Abu,Individual,AU
Asiri Ibrahim Hassan Tali,Individual,AU
ASIYABANI Koresh,Individual,AU
ASLAN Aous Ali,Individual,AU
ASLAN Aus,Individual,AU
ASLAN Aws,Individual,AU
ASSAD Bashar,Individual,AU
ASSAD Bashar Hafez AL,Individual,AU
ASSAD Bashar Hafiz AL,Individual,AU
Assad Khaled Farid Ahmed,Individual,AU
ASSAN Jameel,Individual,AU
ASSAN Jamieel,Individual,AU
ASSAN Jamil,Individual,AU
ATIF Najib,Individual,AU
Atiqullah,Individual,AU
Aung Aung,Individual,AU
Australi Abu Sulayman al,Individual,AU
AVDEEV Alexander Aleksandrovich,Individual,AU
Avdeev Alexey Vyacheslavovich,Individual,NZ
AVDEEV Alexey Yurevich,Individual,"NZ, AU"
Avdeev Mikhail Yurievich,Individual,NZ
Avdeyev Aleksandr Aleksandrovich,Individual,"NZ, AU"
Avdeyev Mikhail,Individual,AU
Avdeyeva Yelena Osipovna ,Individual,NZ
Aven Petr Olegovich,Individual,"NZ, AU"
Avksentieva Sardana Vladimirovna,Individual,"NZ, AU"
Awad Munir,Individual,AU
Awad Munir A Mamduh.,Individual,AU
"Aweys ALI, Sheikh Hassan Dahir",Individual,AU
Aweys Hassan Dahir,Individual,AU
Aweys Hassan Dahir  ,Individual,AU
Aweys Sheikh Hassan Dahir,Individual,AU
AWWAD Tayseer,Individual,AU
AWWAD Tayseer Qala,Individual,AU
Aximu Memetiming,Individual,AU
Ayad Futayyih Al-Rawi,Individual,AU
Ayashi Radi Abd El Samie Abou El Yazid El,Individual,AU
AYERAS RICARDO PEREZ,Individual,AU
AYHAM Abu,Individual,AU
Ayman Al Zawahari ,Individual,AU
Ayman Al Zawahiri,Individual,AU
Ayman al-Duwaik,Individual,AU
Ayman Al-Zawahari,Individual,AU
Ayman Ma'alim,Individual,AU
Ayman Maalim,Individual,AU
Ayman Mo'alim,Individual,AU
Ayman Sab’awi Ibrahim Hasan Al-Tikriti,Individual,AU
Ayman Sabawi Ibrahim Hasan Al-Tikriti,Individual,AU
Ayman Sabawi Ibrahim Hassan Al-Tikriti,Individual,AU
Ayoub AL-SALEEM,Individual,AU
Ayoub AL-SALIM,Individual,AU
AYOUB Ali Abdullah,Individual,AU
AYRAPETYAN Larysa,Individual,AU
AYRAPETYAN Larysa Leonidivna,Individual,AU
Ayub Abu,Individual,AU
Ayub Qari Muhammad,Individual,AU
Ayupov Rinat,Individual,AU
Ayupov Rinat Zaydulaevich,Individual,NZ
AYYOUB Ali Abdullah,Individual,AU
Ayyub Abu,Individual,AU
AYYUB Ali Abdallah,Individual,AU
AYYUB Ali Abdullah,Individual,AU
Ayyub Mohammad Rasul,Individual,AU
Azam A.R. Alsbhua ,Individual,AU
Azam Abdallah Razeeq al Mouled Alsbhua ,Individual,AU
Azam Sultan Aziz,Individual,AU
Azami Muhammad,Individual,AU
AZAROV Dmitrii Igorevich,Individual,AU
Azarov Dmitriy Igorevich,Individual,NZ
AZAROV Dmitry Igorevich,Individual,AU
AZAROV Dmytro Ihorovych,Individual,AU
Azhar Masud,Individual,AU
Azim AGHA-JANI,Individual,AU
AZIMI Mohammad,Individual,AU
AZIMI Mohammad Nazar,Individual,AU
AZIMI Mohammadnazar,Individual,AU
Aziz,Individual,AU
Aziz Abdul,Individual,AU
Aziz Abdul Hamid Abdul,Individual,AU
Aziz Abu Abdul,Individual,AU
Aziz Cairo ,Individual,AU
Aziz Mohammad Yahya,Individual,AU
Aziz Salih al-Numan ,Individual,AU
Aziz Tariq,Individual,AU
Aziz Tariq Mikhail,Individual,AU
AZIZI Allah Karam,Individual,AU
AZIZI Allah-Karam,Individual,AU
"AZZAM ABDULLAH ZUREIK AL-MAULID AL-SUBHI
",Individual,AU
Azzam al-Subhi,Individual,AU
Baasyir Abu Bakar,Individual,AU
Baba Memon,Individual,AU
Baba Qasmani,Individual,AU
BABAEI Davood,Individual,AU
Babaei Davoud,Individual,AU
BABAKOV Aleksandr Mikhailovich,Individual,AU
Babakov Alexander Mikhailovich,Individual,NZ
Babashov Leonid,Individual,AU
Babashov Leonid Ivanovich,Individual,NZ
BABAYAN Roman Georgievich,Individual,AU
Babich Ivan,Individual,AU
Babich Ivan Nikolaevich,Individual,NZ
BABUSHKIN Igor Yur'yevich,Individual,AU
Babushkin Igor Yuryevich,Individual,"NZ, AU"
Bach ,Individual,AU
Bachir Lahbib Idrissi ould Sidi Abdi ould Said ould El,Individual,AU
BADEGE Eric,Individual,AU
Badi' MU'ALLA,Individual,AU
Badri Gabril Abdul Kareem,Individual,AU
Baghdadi AL-MAHMOUDI,Individual,AU
BAGHDADI Ali Al-Mahmoudi AL,Individual,AU
BAGHERI  Mohammad Hossein,Individual,NZ
BAGNIUK Igor ,Individual,NZ
Bahaa Abd el Wanis Abd Gawwad Abd el Latif,Individual,AU
Bahaji Said,Individual,AU
Bahar Bakht Gul,Individual,AU
BAHARVAND Manouchehr Amanollahi,Individual,AU
BAHAZIQ MAHMOUD MOHAMMAD AHMED,Individual,AU
BAHMANYAR Bahmanyar Morteza,Individual,AU
Baiguskarov Zarif,Individual,AU
Baiguskarov Zarif Zakirovich,Individual,NZ
BAIKIN Evgeniy Vladimirovich,Individual,NZ
"Baishiruddin MEKMUD, Sultan",Individual,AU
Bakar Abdul Patta Abu,Individual,AU
Bakharev Konstantin Mikhailovich,Individual,"NZ, AU"
BAKHARIEV Konstiantyn,Individual,AU
BAKHARYEV Kostyantyn Mykhaylovych,Individual,AU
Bakhmetiev Vitaly Viktorovich,Individual,NZ
Bakhmetyev Vitaly,Individual,AU
"Bakr AHMAD, Abu",Individual,AU
Bakr Ibrahim Ali Muhammad Abu,Individual,AU
Bakri Ali Sayyid Muhamed Mustafa,Individual,AU
BALBEK Ruslan Ismailovich,Individual,AU
BALITSKIY Evgeniy Vitalevich,Individual,AU
BALITSKY Yevheniy Vitalyevich,Individual,NZ
BALLUL Ahmad,Individual,AU
BALLUL Ahmad Muhammad,Individual,AU
BALLUL Ahmed,Individual,AU
BALOL Ahmed,Individual,AU
Baluku Seka,Individual,AU
BALYTSKYI Yevhen Vitaliiovych,Individual,AU
Banat Abu al,Individual,AU
Barahim Suliman H. al Hblian ,Individual,AU
Baraich Mullah Naeem,Individual,AU
Baraka Ali,Individual,AU
Baraka Ali Abed Al Rahman,Individual,AU
Barakah Ali,Individual,AU
BARAKAT Ali,Individual,AU
BARAKAT Assad,Individual,AU
BARAKAT Assad Ahmad,Individual,AU
BARAKAT Assad Ahmed Muhammad,Individual,AU
BARAKAT Assad Hassan,Individual,AU
BARAKAT Barakat Ali,Individual,AU
BARAKAT Jach Assad Ahmad,Individual,AU
Barakeh Ali,Individual,AU
Barakhoev Bekhan Abdulkhamidovich,Individual,NZ
Barakhoyev Bekkhan,Individual,AU
Barakhoyev Mukharbek Oybertovich,Individual,"NZ, AU"
Barakzai Haji Abdul Sattar,Individual,AU
Barakzai Haji Satar,Individual,AU
Barbas,Individual,AU
Barey General Gibril Abdul Kareem,Individual,AU
Baric Mullah Naeem,Individual,AU
Barich Haji Gul Mohammed Naim,Individual,AU
Barkani Ali,Individual,AU
Barkhanoev Malik Ruslanovich,Individual,AU
Baryalai,Individual,AU
Baryaly,Individual,AU
Barzan Abd al-Ghafur Sulaiman Majid Al-Tikriti,Individual,AU
Barzan Ibrahim Hassan Al-Tikriti,Individual,AU
Barzan Razuki Abd al-Ghafur,Individual,AU
Bas Alexander Ivanovich,Individual,"NZ, AU"
BAS Olga Yevgenyevna,Individual,AU
BAS Olga Yevhenivna,Individual,AU
BAS Olha Yevhenivna,Individual,AU
Basansky Anton,Individual,AU
Basansky Anton Alexandrovich,Individual,NZ
Baseer Abdul,Individual,AU
Baseer Abdul Qadeer Basir Abdul,Individual,AU
Bashankaev Badma Nikolaevich,Individual,NZ
Bashankayev Badma,Individual,AU
Bashar AL-ASAD,Individual,AU
Bashar AL-ASSAD,Individual,AU
Bashar Alhaj Qari Ayub,Individual,AU
Bashar Khafez AL-ASAD,Individual,AU
Bashar Sab’awi Ibrahim Hasan Al-Tikriti,Individual,AU
Bashar Sabawi Ibrahim Hasan Al-Bayjat,Individual,AU
Bashar Sabawi Ibrahim Hasan Al-Tikriti,Individual,AU
Bashir,Individual,AU
Bashir Abd Al-Rahim,Individual,AU
Bashir Abdul Rachim,Individual,AU
Bashir Abdul Rahim,Individual,AU
Bashir Abdul Rochim,Individual,AU
Bashir Abdul Rosyid Ridho,Individual,AU
Bashir Abdurochim,Individual,AU
Bashir Abdurrahim,Individual,AU
Bashir Abdurrahman,Individual,AU
Bashir Abdurrochim,Individual,AU
Bashir Abu Bakar,Individual,AU
Bashir Ali Lalobo,Individual,AU
Bashir Ayyub,Individual,AU
BASHIR Bashir Saleh,Individual,AU
Bashir Rashid Rida,Individual,AU
Bashir Sab’awi Ibrahim Al-Hasan Al-Tikriti,Individual,AU
Bashir Sabawi Ibrahim Al-Hassan Al-Tikriti,Individual,AU
Bashirov Marat Faatovich,Individual,"NZ, AU"
"Bashiruddin MAHMOOD, Sultan",Individual,AU
Bashkin Alexander Davidovich,Individual,"NZ, AU"
BASHYROV Marat Faatovych,Individual,AU
Basir Abdul,Individual,AU
Basir Abdul Qadir,Individual,AU
Basir Haji Abdul,Individual,AU
Basir Nazir Mohammad Abdul,Individual,AU
BASKOV Mykola Viktorovych,Individual,AU
BASKOV Nikolai Viktorovich,Individual,AU
BASKOV Nikolay Viktorovich,Individual,AU
BASOVA Lidia Aleksandrovna,Individual,AU
BASOVA Lidiya Oleksandrivna,Individual,AU
Bassam Ahmad Al-Hasri,Individual,AU
Bassam AL-HASSAN,Individual,AU
Bassam Mirhaj AL-HASSAN,Individual,AU
BASTRYKIN Alexander Ivanovich,Individual,AU
BASURIN Eduard,Individual,AU
Basurin Eduard  Aleksandrovich,Individual,"NZ, AU"
BASURIN Eduard Oleksandrovych,Individual,AU
Batalova Rima Akberdinovna,Individual,NZ
Batalova Rima Akberdinowna,Individual,AU
Batirashvili Tarkhan,Individual,AU
BATIRASHVILI TARKHAN TAYUMURAZOVICH,Individual,AU
Batware Laurent Nkunda,Individual,AU
Batware Laurent Nkunda Mahoro,Individual,AU
Batyrashvili Tarkhan Tayumurazovich,Individual,AU
Bawazir Mohamed Ali Abdullah,Individual,AU
Bayan AL‑BITAR,Individual,AU
"Baynah ALI, Yasin",Individual,AU
Baynah Yasin Ali,Individual,AU
"Baynax CALI, Yasiin",Individual,AU
Bazhenov Timofey,Individual,AU
Bazhenov Timofey Timofeevich,Individual,NZ
Bazilevsky Andrey Alexandrovich,Individual,"NZ, AU"
BECHIR,Individual,AU
Beglov Aleksandr Dmitrievich,Individual,"NZ, AU"
BEGLOV Alexander   Dmitrievich,Individual,NZ
BEGLOV Alexander Dmitryevich,Individual,AU
BEKETOV Vladimir Andreevich,Individual,AU
Beketov Vladimir Andreyevich,Individual,NZ
Bekren Dmitry Leontievich,Individual,"NZ, AU"
BELAL Ghassan,Individual,AU
BELAL Ghassan Ali,Individual,AU
Belaoua,Individual,AU
Belaour,Individual,AU
BELAVENCEV Oleg Evgenyevich,Individual,AU
BELAVENTSEV Oleg,Individual,AU
BELAVENTSEV Oleg Yevgenyvich,Individual,AU
BELAVENTSEV Oleh Yevhenovych,Individual,AU
Belik Dmitry Anatolievich,Individual,"NZ, AU"
BELIK Dmytro Anatoliyovych,Individual,AU
BELITSKIY Vitaliy Alexandrovich,Individual,AU
BELITSKY Vitaly Alexandrovich,Individual,AU
BELITSKY Vitaly Alexsandrovich,Individual,AU
Belkasam Kalad,Individual,AU
Belmokhtar Mokhtar,Individual,AU
Belmukhtar Mukhtar,Individual,AU
BELOSEROV Oleg,Individual,AU
BELOUS Aleksei  Petrovich,Individual,NZ
BELOUSOV Andrei   Removich,Individual,"NZ, AU"
BELOUSOV Andrej Removitj,Individual,AU
BELOUSOV Andrey Removich,Individual,AU
Belousov Mikhail Vladimirovich,Individual,"NZ, AU"
Belousov Vadim,Individual,AU
Belousov Vadim Vladimirovich,Individual,NZ
BELOZYOROV Oleg Valentinovich,Individual,NZ
Belych Irina,Individual,AU
Belykh Irina Viktorovna,Individual,NZ
BENGOECHEA Jose Antonio URRUTICOECHEA,Individual,AU
BENGOECHEA José Antonio URRUTICOECHEA,Individual,AU
BENGOECHEA Jose Antonio URRUTICOETXEA,Individual,AU
BENGOECHEA José Antonio URRUTICOETXEA,Individual,AU
BEREGOVOY Igor Nikolaevich,Individual,AU
BEREZA Oleg Vladimirovich,Individual,AU
Berezin Fedir  Dmitrievich,Individual,NZ
BEREZIN Fedir Dmytrovych,Individual,AU
BEREZIN Fedor,Individual,AU
BEREZIN Fedor Dmitrievich,Individual,AU
BEREZIN Fyodor,Individual,AU
BEREZIN Fyodor Dmitrievich,Individual,AU
BEREZKIN Grigorij Viktorovic,Individual,AU
BEREZKIN Grigory Viktorovich,Individual,AU
Berezkin Sergei Vladimirovich,Individual,"NZ, AU"
BEREZOVSKIY Denis Valentinovich,Individual,AU
BEREZOVSKIY Deniz Valentinovich,Individual,AU
BEREZOVSKYY Denys Valentynovych,Individual,AU
BERIOZA Oleg,Individual,AU
Bernard Maheshe Byamungu ,Individual,AU
Bernard Mupenzi,Individual,AU
BERRI Abdallah,Individual,AU
BERRI Abdullah,Individual,AU
Berulava Mikhail Nikolaevich,Individual,"NZ, AU"
BERYOZA Oleh Volodomyrovych,Individual,AU
Bes (devil),Individual,AU
BESEDA Sergei,Individual,AU
BESEDA Sergei Orestovich,Individual,AU
BESEDA Sergey,Individual,AU
BESEDA Sergey Orestovich,Individual,AU
BESEDA Sergey Orestovoch,Individual,AU
BESEDA Serhiy Orestovych,Individual,AU
BESEDINA Olga,Individual,AU
Besedina Olga Igoreva,Individual,"NZ, AU"
BESEDINA Olga Igorevna,Individual,AU
BESEDINA Olha,Individual,AU
BESEDINA Olha Ihorivna,Individual,AU
BESESDA Sergey,Individual,AU
Besir Muhammed El,Individual,AU
Bespalov Anton Sergeyevich,Individual,"NZ, AU"
BESPALOV Vladimir Aleksandrovich,Individual,"NZ, AU"
BESPALOV Volodymyr Oleksandrovych,Individual,AU
Bessarab Svetlana,Individual,AU
Bessarab Svetlana Viktorovna,Individual,NZ
Bessarabov Daniil,Individual,AU
Bessarabov Daniil Vladimirovich,Individual,NZ
Bessonov Evgeny Ivanovich,Individual,NZ
BESSONOV Yevgeny,Individual,AU
Bezdenezhnykh Sergei Vyacheslavovich,Individual,"NZ, AU"
Bezler Igor  Nikolaevich,Individual,"NZ, AU"
BEZLER Igor Nikolayevich,Individual,AU
BEZLER Ihor,Individual,AU
BEZLER Ihor Mykolayovych,Individual,AU
Bezrukikh Dmitry Nikolaevich,Individual,"NZ, AU"
BEZZUBIKOV Aleksey Stepanovich,Individual,NZ
Bhai Bada,Individual,AU
Bhai Dawood,Individual,AU
Bhai Iqbal,Individual,AU
Bhuttavi Hafiz Abdul Salam,Individual,AU
Bibikova Yelena Vasilyevna,Individual,"NZ, AU"
Bichaev Artem Alexandrovich,Individual,NZ
Bichayev Artyom,Individual,AU
Bidevka Vladimir  Anatolievitch,Individual,NZ
Bidevka Vladimir Anatolievich,Individual,AU
Bidiovka Volodymyr Anatoliyovych,Individual,AU
Bidonko Sergey,Individual,AU
Bidonko Sergey Yuryevich,Individual,NZ
Bidyovka Vladimir Anatolievich,Individual,AU
BIESIEDINA Olha Ihorivna,Individual,AU
Bifov Anatoly,Individual,AU
Bifov Anatoly Zhamalovich,Individual,NZ
Bigaruka,Individual,AU
Bigurura,Individual,AU
Bilal,Individual,"AU, NZ"
Bilal Abu,Individual,AU
BILAL Colonel Muhammad Nafi,Individual,AU
